12495132	/m/02w8z_3	Tigershark	1987		98.0	{""/m/02h40lc"": ""English Language""}	{""/m/09c7w0"": ""United States of America"", ""/m/05v8c"": ""Philippines""}	{""/m/02kdv5l"": ""Action"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/03k9fj"": ""Adventure"", ""/m/0gxblw4"": ""Filipino Movies""}
4272659	/m/0btgg9	Jack Frost 2: Revenge of the Mutant Killer Snowman	2000		91.0	{""/m/02h40lc"": ""English Language""}	{""/m/09c7w0"": ""United States of America""}	{""/m/0g092b"": ""Monster movie"", ""/m/0qdzd"": ""B-movie"", ""/m/05p553"": ""Comedy film"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}
30011005	/m/0b3y2_f	The First Time	1952-01-31		89.0	{""/m/02h40lc"": ""English Language""}	{""/m/09c7w0"": ""United States of America""}	{""/m/05p553"": ""Comedy film""}
17494201	/m/0462vz6	Hana Yori Dango	1995-08-19		78.0	{""/m/03_9r"": ""Japanese Language""}	{""/m/03_3d"": ""Japan""}	{""/m/02l7c8"": ""Romance Film"", ""/m/0gw5n2f"": ""Japanese Movies""}
35298627	/m/0j7hm23	Kala Dhanda Goray Log	1986-05-19			{""/m/03k50"": ""Hindi Language""}	{""/m/03rk0"": ""India""}	{""/m/01jfsb"": ""Thriller"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}
5307150	/m/0ddq2v	The Lost Battalion	2001		100.0	{}	{""/m/09c7w0"": ""United States of America"", ""/m/04g61"": ""Luxembourg""}	{""/m/04xvlr"": ""Period piece"", ""/m/015w9s"": ""Television movie"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film""}
24161966	/m/07kh0ng	Harun al Raschid	1924-03-21			{""/m/04306rv"": ""German Language""}	{""/m/0h7x"": ""Austria""}	{""/m/06ppq"": ""Silent film""}
6574607	/m/0gc5q7	Kaleidoscope	1966		103.0	{""/m/02h40lc"": ""English Language""}	{""/m/07ssc"": ""United Kingdom""}	{""/m/0lsxr"": ""Crime Fiction""}
16185034	/m/03wc7j5	The Two-Headed Spy	1958-11-17		93.0	{""/m/02h40lc"": ""English Language""}	{""/m/07ssc"": ""United Kingdom""}	{""/m/01jfsb"": ""Thriller"", ""/m/02p0szs"": ""Historical fiction"", ""/m/01f9r0"": ""Docudrama"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}
27430906	/m/0b__phb	Golden Gate Girl			110.0	{}	{}	{""/m/07s9rl0"": ""Drama""}
17181212	/m/02605bf	The Big Fight				{""/m/0653m"": ""Standard Mandarin""}	{""/m/03h64"": ""Hong Kong""}	{""/m/02kdv5l"": ""Action"", ""/m/0gw5qqq"": ""Chinese Movies""}
1590940	/m/05dy7p	Kundun	1997-12-25	5684789	119.0	{""/m/01kbdv"": ""Tibetan languages"", ""/m/0653m"": ""Standard Mandarin"", ""/m/02h40lc"": ""English Language""}	{""/m/09c7w0"": ""United States of America""}	{""/m/017fp"": ""Biography"", ""/m/03g3w"": ""History"", ""/m/06l3bl"": ""Epic"", ""/m/0hj3n57"": ""Hagiography"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film"", ""/m/03bxz7"": ""Biographical film"", ""/m/0hj3n6f"": ""Historical Epic""}
10777189	/m/02qpp76	Roop Tera Mastana	1972			{""/m/03k50"": ""Hindi Language""}	{""/m/03rk0"": ""India""}	{""/m/02l7c8"": ""Romance Film""}
25079725	/m/09ghw57	The Young Racers	1963-01		177.0	{}	{""/m/09c7w0"": ""United States of America""}	{""/m/0cq22f9"": ""Action Thrillers"", ""/m/068d7h"": ""Romantic drama"", ""/m/03k9fj"": ""Adventure""}
15075256	/m/03hgqdy	Crossed	2008			{""/m/02h40lc"": ""English Language""}	{""/m/09c7w0"": ""United States of America""}	{""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/0219x_"": ""Indie""}
25664434	/m/09v1ps2	Decalogue VII	1988		55.0	{""/m/05qqm"": ""Polish Language""}	{""/m/05qhw"": ""Poland""}	{""/m/07s9rl0"": ""Drama""}
17182731	/m/043rxlc	I Cadetti di Guascogna	1950-09-27		86.0	{""/m/02bjrlw"": ""Italian Language""}	{""/m/03rjj"": ""Italy""}	{""/m/01z4y"": ""Comedy"", ""/m/01g6gs"": ""Black-and-white""}
25121615	/m/09gn1lh	Gunless	2010-04-30		89.0	{""/m/02h40lc"": ""English Language""}	{""/m/0d060g"": ""Canada""}	{""/m/0hj3mzj"": ""Comedy Western"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0hfjk"": ""Western"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}
14437070	/m/03d3hyr	Scotched in Scotland	1954-11-04			{""/m/02h40lc"": ""English Language""}	{""/m/09c7w0"": ""United States of America""}	{""/m/02hmvc"": ""Short Film"", ""/m/01z4y"": ""Comedy"", ""/m/01g6gs"": ""Black-and-white""}
28293207	/m/0cp0zk7	Daybreak	1948		75.0	{""/m/02h40lc"": ""English Language""}	{""/m/07ssc"": ""United Kingdom""}	{""/m/02xh1"": ""Film noir""}
25081098	/m/09gkbq4	Vengeance d'une blonde, La	1994-01-26			{}	{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France""}	{""/m/05p553"": ""Comedy film""}
4213908	/m/0bq9n8	Hercules And The Lost Kingdom				{}	{}	{}
27937164	/m/0ch2p5d	Acting Hamlet in the Village of Mrdusa Donja	1974		96.0	{}	{""/m/087vz"": ""Yugoslavia""}	{""/m/07s9rl0"": ""Drama""}
24320634	/m/07s7wkk	Street of Shadows	1937-04-13		109.0	{""/m/064_8sq"": ""French Language""}	{""/m/0f8l9c"": ""France""}	{""/m/07s9rl0"": ""Drama"", ""/m/01g6gs"": ""Black-and-white""}
22787283	/m/05zmqhy	A Ham in a Role	1949-12-13			{}	{}	{""/m/02hmvc"": ""Short Film"", ""/m/0hqxf"": ""Family Film"", ""/m/0hcr"": ""Animation""}
13405178	/m/03c4802	Atalia				{}	{""/m/03spz"": ""Israel""}	{""/m/02l7c8"": ""Romance Film"", ""/m/01lrrt"": ""Melodrama"", ""/m/07s9rl0"": ""Drama""}
30516505	/m/0g9v1tl	Nalamdhana	2010-12-31			{""/m/07c9s"": ""Tamil Language""}	{}	{""/m/07s9rl0"": ""Drama""}
21558554	/m/05h3bpc	Blancomental				{""/m/06nm1"": ""Spanish Language""}	{""/m/09c7w0"": ""United States of America""}	{""/m/0jtdp"": ""Documentary""}
25136479	/m/09gbdm9	Greedy for Tweety	1957-09-28		6.0	{""/m/02h40lc"": ""English Language""}	{""/m/09c7w0"": ""United States of America""}	{""/m/02hmvc"": ""Short Film"", ""/m/0hqxf"": ""Family Film"", ""/m/05p553"": ""Comedy film"", ""/m/0hcr"": ""Animation""}
31421041	/m/0gkyj1s	The Donner Party	1992		90.0	{}	{}	{""/m/0jtdp"": ""Documentary""}
29018533	/m/0dgpng3	The Rejuvenation of Aunt Mary	1927-08-08		60.0	{""/m/06ppq"": ""Silent film""}	{""/m/09c7w0"": ""United States of America""}	{""/m/06ppq"": ""Silent film""}
22952254	/m/0640952	The Shiralee	1987		100.0	{""/m/02h40lc"": ""English Language""}	{""/m/0chghy"": ""Australia""}	{""/m/07s9rl0"": ""Drama""}
2821933	/m/084wwx	The Time Machine	1960-08-17	2610000	103.0	{""/m/02h40lc"": ""English Language""}	{""/m/09c7w0"": ""United States of America""}	{""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/094ddt"": ""Doomsday film"", ""/m/06l3bl"": ""Epic"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/07s2s"": ""Time travel"", ""/m/02kdv5l"": ""Action"", ""/m/026ny"": ""Dystopia""}
23687461	/m/06zn3pt	Bellezze a Capri	1951			{""/m/02bjrlw"": ""Italian Language""}	{""/m/03rjj"": ""Italy""}	{""/m/01z4y"": ""Comedy""}
23922732	/m/076z74b	Inner Sanctum	1948-10-15		62.0	{""/m/02h40lc"": ""English Language""}	{""/m/09c7w0"": ""United States of America""}	{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery""}
20386610	/m/04zy6_h	Jitsuroku Chushingura			64.0	{""/m/03_9r"": ""Japanese Language""}	{""/m/03_3d"": ""Japan""}	{""/m/0gw5n2f"": ""Japanese Movies""}
29872558	/m/0fqpl2t	Haq				{}	{}	{""/m/02kdv5l"": ""Action""}
10857666	/m/02qs62b	Raga	1971		96.0	{}	{""/m/09c7w0"": ""United States of America""}	{""/m/04rlf"": ""Music"", ""/m/0jtdp"": ""Documentary""}
24996800	/m/09gb65h	Father and Son	2003-05-23		83.0	{""/m/06b_j"": ""Russian Language""}	{""/m/03rjj"": ""Italy"", ""/m/059j2"": ""Netherlands"", ""/m/06bnz"": ""Russia"", ""/m/0345h"": ""Germany""}	{""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}
543433	/m/02ndy4	A League of Their Own	1992-07-01	132440069	128.0	{""/m/02h40lc"": ""English Language""}	{""/m/09c7w0"": ""United States of America""}	{""/m/0hj3n0w"": ""Ensemble Film"", ""/m/09n5t_"": ""Americana"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/01z02hx"": ""Sports"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3n34"": ""Feminist Film""}
17547483	/m/04666r0	Underworld	1997-05-09		95.0	{""/m/02h40lc"": ""English Language""}	{""/m/09c7w0"": ""United States of America""}	{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0vgkd"": ""Black comedy"", ""/m/02kdv5l"": ""Action"", ""/m/02xh1"": ""Film noir""}
18426081	/m/04f55mb	The Herdsman	1982		106.0	{""/m/0653m"": ""Standard Mandarin""}	{""/m/0d05w3"": ""China""}	{""/m/07s9rl0"": ""Drama"", ""/m/0gw5qqq"": ""Chinese Movies""}
16895231	/m/0411f4l	The Man in the Saddle	1926-07-11		60.0	{""/m/06ppq"": ""Silent film"", ""/m/02h40lc"": ""English Language""}	{""/m/09c7w0"": ""United States of America""}	{""/m/06ppq"": ""Silent film"", ""/m/0hfjk"": ""Western"", ""/m/01g6gs"": ""Black-and-white""}
35629358	/m/0jkw77p	Girl vs. Monster	2012-10			{""/m/02h40lc"": ""English Language""}	{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}	{""/m/06n90"": ""Science Fiction"", ""/m/05p553"": ""Comedy film""}
17961082	/m/047tbs0	The Gay Falcon	1941-10-24		67.0	{""/m/02h40lc"": ""English Language""}	{""/m/09c7w0"": ""United States of America""}	{""/m/0lsxr"": ""Crime Fiction"", ""/m/028v3"": ""Detective fiction"", ""/m/0vjs6"": ""Detective"", ""/m/01g6gs"": ""Black-and-white"", ""/m/02n4kr"": ""Mystery"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02l7c8"": ""Romance Film""}
10773864	/m/02qpkwv	Ponga Pandit	1975			{""/m/03k50"": ""Hindi Language""}	{""/m/03rk0"": ""India""}	{""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}
2435076	/m/07ctkx	Birth of the Beatles	1979-11-23		104.0	{""/m/02h40lc"": ""English Language""}	{""/m/09c7w0"": ""United States of America""}	{""/m/04rlf"": ""Music"", ""/m/017fp"": ""Biography"", ""/m/07s9rl0"": ""Drama""}
24330971	/m/07s4fv3	A Night of Horror	1916			{""/m/06ppq"": ""Silent film"", ""/m/04306rv"": ""German Language""}	{""/m/0345h"": ""Germany""}	{""/m/06ppq"": ""Silent film"", ""/m/03npn"": ""Horror"", ""/m/01g6gs"": ""Black-and-white""}
15951564	/m/03qj3gz	Caravan of Love	1991-01-01		33.0	{""/m/0cjk9"": ""Ukrainian Language"", ""/m/06b_j"": ""Russian Language""}	{""/m/07t21"": ""Ukraine"", ""/m/05vz3zq"": ""Soviet Union""}	{""/m/02hmvc"": ""Short Film"", ""/m/04t36"": ""Musical"", ""/m/0d2rhq"": ""Concert film""}
66841	/m/0hmk4	Fly Away Home	1996-09-13	25143818	107.0	{""/m/02h40lc"": ""English Language""}	{""/m/09c7w0"": ""United States of America""}	{""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film"", ""/m/02h8pkk"": ""Family Drama"", ""/m/01j1n2"": ""Coming of age"", ""/m/03k9fj"": ""Adventure""}
26408992	/m/0bbzf_5	Pathbhola	1986			{""/m/01c7y"": ""Bengali Language""}	{""/m/03rk0"": ""India""}	{}
2807368	/m/083xs1	Horror Express	1973		88.0	{""/m/02h40lc"": ""English Language""}	{""/m/07ssc"": ""United Kingdom""}	{""/m/01q03"": ""Cult"", ""/m/0qdzd"": ""B-movie"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0hj3mt0"": ""Alien Film""}
9104703	/m/027xsc9	Side Street	1929-09-08		70.0	{""/m/02h40lc"": ""English Language""}	{""/m/09c7w0"": ""United States of America""}	{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/01g6gs"": ""Black-and-white""}
28196198	/m/0cp1wc5	Lokis	1970-09-25		100.0	{""/m/05qqm"": ""Polish Language""}	{""/m/05qhw"": ""Poland""}	{""/m/01hmnh"": ""Fantasy"", ""/m/03npn"": ""Horror""}
13551180	/m/01kwrc6	The Very Best of The Human League	2003		116.0	{}	{}	{""/m/04rlf"": ""Music""}
6056052	/m/0fmvtj	Casino Tycoon 2	1992		114.0	{""/m/012w70"": ""Cantonese""}	{""/m/03h64"": ""Hong Kong""}	{""/m/0gw5qqq"": ""Chinese Movies""}
16813895	/m/04075jy	The Altar Stairs	1922-12-04			{""/m/06ppq"": ""Silent film"", ""/m/02h40lc"": ""English Language""}	{""/m/09c7w0"": ""United States of America""}	{""/m/06ppq"": ""Silent film"", ""/m/07s9rl0"": ""Drama"", ""/m/03k9fj"": ""Adventure"", ""/m/01g6gs"": ""Black-and-white""}
4429064	/m/0c1vs9	Laughing Target	1987-03-21		51.0	{}	{""/m/03_3d"": ""Japan""}	{""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror"", ""/m/0hcr"": ""Animation""}
34783186	/m/0j3c54j	Valentine's Night	2012-02-10			{}	{}	{""/m/01jfsb"": ""Thriller"", ""/m/02l7c8"": ""Romance Film""}
26743733	/m/0bm9byc	The Calendar	1948		79.0	{""/m/02h40lc"": ""English Language""}	{""/m/07ssc"": ""United Kingdom""}	{""/m/07s9rl0"": ""Drama""}
19134856	/m/04jl96_	La tigre è ancora viva: Sandokan alla riscossa!	1977-12-22		130.0	{""/m/02bjrlw"": ""Italian Language""}	{""/m/03rjj"": ""Italy""}	{""/m/03k9fj"": ""Adventure""}
2140657	/m/02vk99d	Azadi			29.0	{""/m/02h40lc"": ""English Language""}	{""/m/0chghy"": ""Australia""}	{""/m/02hmvc"": ""Short Film""}
13489776	/m/03c70fj	The Conspiracy	1916-10-21			{""/m/06ppq"": ""Silent film"", ""/m/02h40lc"": ""English Language""}	{""/m/09c7w0"": ""United States of America""}	{""/m/02hmvc"": ""Short Film"", ""/m/06ppq"": ""Silent film"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie"", ""/m/01g6gs"": ""Black-and-white""}
22439052	/m/05zrzs1	Shadow Dancing	1988-12-02		100.0	{""/m/02h40lc"": ""English Language""}	{""/m/0d060g"": ""Canada""}	{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/09blyk"": ""Psychological thriller""}
7425934	/m/0kv783	Life Express	2003		90.0	{""/m/03115z"": ""Mandarin Chinese"", ""/m/0653m"": ""Standard Mandarin"", ""/m/012w70"": ""Cantonese""}	{""/m/03h64"": ""Hong Kong"", ""/m/0d05w3"": ""China"", ""/m/06f32"": ""Taiwan""}	{""/m/01jfsb"": ""Thriller"", ""/m/03q4nz"": ""World cinema"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action"", ""/m/0gw5qqq"": ""Chinese Movies"", ""/m/01chg"": ""Bollywood""}
15680539	/m/03nppvv	Ordeal In The Arctic	1993-02-15		91.0	{""/m/02h40lc"": ""English Language""}	{""/m/09c7w0"": ""United States of America""}	{""/m/01drsx"": ""Disaster"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/03k9fj"": ""Adventure""}
176762	/m/017zss	Whale Rider	2002-09-09	41442113	101.0	{""/m/0dds9"": ""M\u0101ori language"", ""/m/02h40lc"": ""English Language""}	{""/m/0chghy"": ""Australia"", ""/m/0ctw_b"": ""New Zealand"", ""/m/0345h"": ""Germany""}	{""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema"", ""/m/02h8pkk"": ""Family Drama"", ""/m/0hj3mxx"": ""Childhood Drama"", ""/m/01j1n2"": ""Coming of age"", ""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n34"": ""Feminist Film""}
31090055	/m/0bbbs3p	The Alpha Caper	1973-10-06		85.0	{""/m/02h40lc"": ""English Language""}	{""/m/09c7w0"": ""United States of America""}	{""/m/0lsxr"": ""Crime Fiction"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action""}
19871292	/m/04q6_z5	Run Papa Run	2008-04-10		115.0	{""/m/0459q4"": ""Standard Cantonese"", ""/m/012w70"": ""Cantonese""}	{""/m/03h64"": ""Hong Kong""}	{""/m/07s9rl0"": ""Drama"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/01z4y"": ""Comedy"", ""/m/0gw5qqq"": ""Chinese Movies""}
4685735	/m/0ch948	Luke Cage				{""/m/02h40lc"": ""English Language""}	{""/m/09c7w0"": ""United States of America""}	{""/m/04pbhw"": ""Superhero movie""}
13405219	/m/03c480s	All for Science	1913-11-24			{""/m/06ppq"": ""Silent film"", ""/m/02h40lc"": ""English Language""}	{""/m/09c7w0"": ""United States of America""}	{""/m/02hmvc"": ""Short Film"", ""/m/06ppq"": ""Silent film"", ""/m/0219x_"": ""Indie"", ""/m/01g6gs"": ""Black-and-white""}
35893802	/m/0h1j1y9	Recoil	2012-03-06			{""/m/02h40lc"": ""English Language""}	{""/m/0d060g"": ""Canada""}	{""/m/02kdv5l"": ""Action""}
36938684	/m/0h52srd	Someday				{}	{}	{""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film""}
7191769	/m/0kt__y	Chocolat	1988		106.0	{""/m/064_8sq"": ""French Language""}	{""/m/0f8l9c"": ""France"", ""/m/082fr"": ""West Germany"", ""/m/01nln"": ""Cameroon"", ""/m/0345h"": ""Germany""}	{""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema""}
9221733	/m/0bb3y6z	Malicious	1973-03-29		97.0	{""/m/02bjrlw"": ""Italian Language""}	{""/m/03rjj"": ""Italy""}	{""/m/06cvj"": ""Romantic comedy"", ""/m/0gsy3b"": ""Sex comedy"", ""/m/02js9"": ""Erotica"", ""/m/01j1n2"": ""Coming of age"", ""/m/01z4y"": ""Comedy"", ""/m/01hmnh"": ""Fantasy"", ""/m/02l7c8"": ""Romance Film""}
27631682	/m/0c403bn	Nippulanti Manishi	1974			{""/m/09s02"": ""Telugu language""}	{""/m/03rk0"": ""India""}	{""/m/07s9rl0"": ""Drama""}
24818085	/m/04j22rt	White Rush	2003-05-18		87.0	{""/m/02h40lc"": ""English Language""}	{""/m/09c7w0"": ""United States of America""}	{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action""}
1205786	/m/04h6cm	The Stratton Story	1949-05-12		102.0	{""/m/02h40lc"": ""English Language""}	{""/m/09c7w0"": ""United States of America""}	{""/m/01z02hx"": ""Sports"", ""/m/07s9rl0"": ""Drama"", ""/m/01g6gs"": ""Black-and-white"", ""/m/0hj3mws"": ""Biopic [feature]""}
11493748	/m/02rfs1h	Ill Fated	2004		96.0	{}	{""/m/0d060g"": ""Canada""}	{""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}
20904264	/m/05b41h1	Anmol Tasveer	1978			{""/m/03k50"": ""Hindi Language""}	{""/m/03rk0"": ""India""}	{}
23687473	/m/06znydk	Il Cammino di una grande amica	1951			{""/m/02bjrlw"": ""Italian Language""}	{""/m/03rjj"": ""Italy""}	{""/m/0jtdp"": ""Documentary""}
29984344	/m/0fqrjf3	Virginia Creepers				{}	{""/m/09c7w0"": ""United States of America""}	{""/m/0jtdp"": ""Documentary""}
