35386317	/m/0j9phry	Tejaa	1990-12-07			"{""/m/03k50"": ""Hindi Language""}"	"{""/m/03rk0"": ""India""}"	"{""/m/02kdv5l"": ""Action""}"	Three friends from Iowa go to California for the summer, rent an apartment together and teach at the same high school. PE teacher Conklin  coaches an all-girl football team despite the opposition of the resident coach , and romances one of the male teachers. Sally  teaches photography and despite being engaged to a man back home, has affairs with an eccentric rock star with a food fetish, and with a male chauvinist teacher who talks her into posing nude for some photos. Chemistry teacher Denise  becomes involved with one of her students, a juvenile delinquent, who is falsely accused of participating in car stealing. Conklin uncovers that funds for sport are being misspent by the school coach . Both she and Sally are suspended but all ends happily with the girl football team triumphant.
35386551	/m/0ckckh2	Do Dilon Ki Dastaan	1985-02-15			"{""/m/03k50"": ""Hindi Language""}"	"{""/m/03rk0"": ""India""}"	"{""/m/02l7c8"": ""Romance Film""}"	Three friends from Iowa go to California for the summer, rent an apartment together and teach at the same high school. PE teacher Conklin  coaches an all-girl football team despite the opposition of the resident coach , and romances one of the male teachers. Sally  teaches photography and despite being engaged to a man back home, has affairs with an eccentric rock star with a food fetish, and with a male chauvinist teacher who talks her into posing nude for some photos. Chemistry teacher Denise  becomes involved with one of her students, a juvenile delinquent, who is falsely accused of participating in car stealing. Conklin uncovers that funds for sport are being misspent by the school coach . Both she and Sally are suspended but all ends happily with the girl football team triumphant.
35386921	/m/0j9lrqh	All Rounder	1984			"{""/m/03k50"": ""Hindi Language""}"	"{""/m/03rk0"": ""India""}"	"{""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}"	Three friends from Iowa go to California for the summer, rent an apartment together and teach at the same high school. PE teacher Conklin  coaches an all-girl football team despite the opposition of the resident coach , and romances one of the male teachers. Sally  teaches photography and despite being engaged to a man back home, has affairs with an eccentric rock star with a food fetish, and with a male chauvinist teacher who talks her into posing nude for some photos. Chemistry teacher Denise  becomes involved with one of her students, a juvenile delinquent, who is falsely accused of participating in car stealing. Conklin uncovers that funds for sport are being misspent by the school coach . Both she and Sally are suspended but all ends happily with the girl football team triumphant.
35389656	/m/0hz78nz	Peeping Times	1978-01-25		60	"{""/m/02h40lc"": ""English Language""}"	"{""/m/09c7w0"": ""United States of America""}"	"{""/m/01z4y"": ""Comedy""}"	Three friends from Iowa go to California for the summer, rent an apartment together and teach at the same high school. PE teacher Conklin  coaches an all-girl football team despite the opposition of the resident coach , and romances one of the male teachers. Sally  teaches photography and despite being engaged to a man back home, has affairs with an eccentric rock star with a food fetish, and with a male chauvinist teacher who talks her into posing nude for some photos. Chemistry teacher Denise  becomes involved with one of her students, a juvenile delinquent, who is falsely accused of participating in car stealing. Conklin uncovers that funds for sport are being misspent by the school coach . Both she and Sally are suspended but all ends happily with the girl football team triumphant.
35392102	/m/0j9mpx7	Frits and Freddy	2010-12-08		89	"{""/m/049dc8"": ""Flemish language""}"	"{""/m/0154j"": ""Belgium""}"	"{""/m/01z4y"": ""Comedy""}"	Three friends from Iowa go to California for the summer, rent an apartment together and teach at the same high school. PE teacher Conklin  coaches an all-girl football team despite the opposition of the resident coach , and romances one of the male teachers. Sally  teaches photography and despite being engaged to a man back home, has affairs with an eccentric rock star with a food fetish, and with a male chauvinist teacher who talks her into posing nude for some photos. Chemistry teacher Denise  becomes involved with one of her students, a juvenile delinquent, who is falsely accused of participating in car stealing. Conklin uncovers that funds for sport are being misspent by the school coach . Both she and Sally are suspended but all ends happily with the girl football team triumphant.
35394059	/m/0j9klbf	Mera Haque	1986			"{""/m/03k50"": ""Hindi Language""}"	"{""/m/03rk0"": ""India""}"	{}	Three friends from Iowa go to California for the summer, rent an apartment together and teach at the same high school. PE teacher Conklin  coaches an all-girl football team despite the opposition of the resident coach , and romances one of the male teachers. Sally  teaches photography and despite being engaged to a man back home, has affairs with an eccentric rock star with a food fetish, and with a male chauvinist teacher who talks her into posing nude for some photos. Chemistry teacher Denise  becomes involved with one of her students, a juvenile delinquent, who is falsely accused of participating in car stealing. Conklin uncovers that funds for sport are being misspent by the school coach . Both she and Sally are suspended but all ends happily with the girl football team triumphant.
35394173	/m/0j9lzf4	Hum Bhi Insaan Hain	1989		149	"{""/m/03k50"": ""Hindi Language""}"	"{""/m/03rk0"": ""India""}"	"{""/m/0lsxr"": ""Crime Fiction"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}"	Three friends from Iowa go to California for the summer, rent an apartment together and teach at the same high school. PE teacher Conklin  coaches an all-girl football team despite the opposition of the resident coach , and romances one of the male teachers. Sally  teaches photography and despite being engaged to a man back home, has affairs with an eccentric rock star with a food fetish, and with a male chauvinist teacher who talks her into posing nude for some photos. Chemistry teacher Denise  becomes involved with one of her students, a juvenile delinquent, who is falsely accused of participating in car stealing. Conklin uncovers that funds for sport are being misspent by the school coach . Both she and Sally are suspended but all ends happily with the girl football team triumphant.
35394284	/m/0j9mhjn	Imaginum	2005-08-19		82	"{""/m/06nm1"": ""Spanish Language""}"	"{""/m/0b90_r"": ""Mexico""}"	"{""/m/0hqxf"": ""Family Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hcr"": ""Animation""}"	Yxxxxx, an intergalactic parasite with delusions of grandeur and highly dangerous, who is confined in a mental space, has decided to force three other inmates, who are not exactly an example of prudence, to escape the mental asylum with him to involve them in their evil plans.
35395675	/m/0j9ng5k	Bade Ghar Ki Beti	1989-04-07			"{""/m/03k50"": ""Hindi Language""}"	"{""/m/03rk0"": ""India""}"	{}	Yxxxxx, an intergalactic parasite with delusions of grandeur and highly dangerous, who is confined in a mental space, has decided to force three other inmates, who are not exactly an example of prudence, to escape the mental asylum with him to involve them in their evil plans.
35395947	/m/0j9p55t	Hanna Amon	1951-12-21		106	"{""/m/04306rv"": ""German Language""}"	"{""/m/082fr"": ""West Germany""}"	"{""/m/07s9rl0"": ""Drama""}"	Hanna and her brother Thomas Amon live on the estate of their deceased parents. While Hanna of local veterinary and Thomas Brunner of the mayor's daughter is secretly admired and sought after, the sisters have eyes only for each other. Thomas, however, forfeited the much older, seductive Vera Colombani, a castle owner. He follows her  to the south, where they spend the winter. Thomas is dropped in the wake of the Colombani and returns repentant return to the home farm. But when he meets again with his former lover, he triggers a disaster the Colombani and eventually fall victim to Hanna.
35400103	/m/0j9qg6j	To levende og en død	1937-09-06		82	"{""/m/05f_3"": ""Norwegian Language""}"	"{""/m/05b4w"": ""Norway""}"	"{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama""}"	Hanna and her brother Thomas Amon live on the estate of their deceased parents. While Hanna of local veterinary and Thomas Brunner of the mayor's daughter is secretly admired and sought after, the sisters have eyes only for each other. Thomas, however, forfeited the much older, seductive Vera Colombani, a castle owner. He follows her  to the south, where they spend the winter. Thomas is dropped in the wake of the Colombani and returns repentant return to the home farm. But when he meets again with his former lover, he triggers a disaster the Colombani and eventually fall victim to Hanna.
35401252	/m/0j9n64q	A Dead Man Among the Living	1947-02-14		90	"{""/m/01wgr"": ""Czech Language""}"	"{""/m/01mk6"": ""Czechoslovakia""}"	"{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama""}"	Hanna and her brother Thomas Amon live on the estate of their deceased parents. While Hanna of local veterinary and Thomas Brunner of the mayor's daughter is secretly admired and sought after, the sisters have eyes only for each other. Thomas, however, forfeited the much older, seductive Vera Colombani, a castle owner. He follows her  to the south, where they spend the winter. Thomas is dropped in the wake of the Colombani and returns repentant return to the home farm. But when he meets again with his former lover, he triggers a disaster the Colombani and eventually fall victim to Hanna.
35406039	/m/0j9lhps	Fairy Tail the Movie: The Phoenix Priestess	2012-08-18			{}	{}	"{""/m/07s9rl0"": ""Drama"", ""/m/0hcr"": ""Animation""}"	"Fairy Tail, a Mage Guild that solves various requests, with ""Magic and Fighting Spirit"" as their daily life. One day, a request flew in with ""I want the leader of the bandit group that's eating the nest in a certain harbor town, Geese, to be apprehended"" inscribed. Natsu and the team, who are looking forward to the big reward, set out to the place of request in high spirits.... However, because of a mistake Lucy made, they let Geese escape right in front of their eyes. With the request failed, Lucy, who was depressed by herself.... met a mysterious girl named Eclair and a strange bird named Momon on her way home. Eclair somehow lost her memory, and the only thing she remembers is that she must deliver the ""Phoenix Stone"" in her possession to somewhere. Eclair, who hates magic, and the secrets hidden in the Phoenix Stone... with this meeting as the start, this time, a brand new enemy, and a sinister plot will confront Fairy Tail!"
35407845	/m/0j9m1v6	£100 Reward	1908-04		6.56666666667	"{""/m/02h40lc"": ""English Language""}"	"{""/m/07ssc"": ""United Kingdom""}"	"{""/m/02hmvc"": ""Short Film"", ""/m/07s9rl0"": ""Drama""}"	"Fairy Tail, a Mage Guild that solves various requests, with ""Magic and Fighting Spirit"" as their daily life. One day, a request flew in with ""I want the leader of the bandit group that's eating the nest in a certain harbor town, Geese, to be apprehended"" inscribed. Natsu and the team, who are looking forward to the big reward, set out to the place of request in high spirits.... However, because of a mistake Lucy made, they let Geese escape right in front of their eyes. With the request failed, Lucy, who was depressed by herself.... met a mysterious girl named Eclair and a strange bird named Momon on her way home. Eclair somehow lost her memory, and the only thing she remembers is that she must deliver the ""Phoenix Stone"" in her possession to somewhere. Eclair, who hates magic, and the secrets hidden in the Phoenix Stone... with this meeting as the start, this time, a brand new enemy, and a sinister plot will confront Fairy Tail!"
35408086	/m/0j9p56z	Found Memories	2011-09-02		98	"{""/m/05zjd"": ""Portuguese Language""}"	"{""/m/0f8l9c"": ""France"", ""/m/0jgd"": ""Argentina"", ""/m/015fr"": ""Brazil""}"	"{""/m/07s9rl0"": ""Drama""}"	"Fairy Tail, a Mage Guild that solves various requests, with ""Magic and Fighting Spirit"" as their daily life. One day, a request flew in with ""I want the leader of the bandit group that's eating the nest in a certain harbor town, Geese, to be apprehended"" inscribed. Natsu and the team, who are looking forward to the big reward, set out to the place of request in high spirits.... However, because of a mistake Lucy made, they let Geese escape right in front of their eyes. With the request failed, Lucy, who was depressed by herself.... met a mysterious girl named Eclair and a strange bird named Momon on her way home. Eclair somehow lost her memory, and the only thing she remembers is that she must deliver the ""Phoenix Stone"" in her possession to somewhere. Eclair, who hates magic, and the secrets hidden in the Phoenix Stone... with this meeting as the start, this time, a brand new enemy, and a sinister plot will confront Fairy Tail!"
35408172	/m/0hp7tcy	Southwest	2012-01-29		128	"{""/m/05zjd"": ""Portuguese Language""}"	"{""/m/015fr"": ""Brazil""}"	"{""/m/07s9rl0"": ""Drama""}"	"Fairy Tail, a Mage Guild that solves various requests, with ""Magic and Fighting Spirit"" as their daily life. One day, a request flew in with ""I want the leader of the bandit group that's eating the nest in a certain harbor town, Geese, to be apprehended"" inscribed. Natsu and the team, who are looking forward to the big reward, set out to the place of request in high spirits.... However, because of a mistake Lucy made, they let Geese escape right in front of their eyes. With the request failed, Lucy, who was depressed by herself.... met a mysterious girl named Eclair and a strange bird named Momon on her way home. Eclair somehow lost her memory, and the only thing she remembers is that she must deliver the ""Phoenix Stone"" in her possession to somewhere. Eclair, who hates magic, and the secrets hidden in the Phoenix Stone... with this meeting as the start, this time, a brand new enemy, and a sinister plot will confront Fairy Tail!"
35408180	/m/0j9ncxb	Haathon Ki Lakeeren	1986		139	"{""/m/03k50"": ""Hindi Language""}"	"{""/m/03rk0"": ""India""}"	"{""/m/0hqxf"": ""Family Film"", ""/m/07s9rl0"": ""Drama"", ""/m/04t36"": ""Musical""}"	"Fairy Tail, a Mage Guild that solves various requests, with ""Magic and Fighting Spirit"" as their daily life. One day, a request flew in with ""I want the leader of the bandit group that's eating the nest in a certain harbor town, Geese, to be apprehended"" inscribed. Natsu and the team, who are looking forward to the big reward, set out to the place of request in high spirits.... However, because of a mistake Lucy made, they let Geese escape right in front of their eyes. With the request failed, Lucy, who was depressed by herself.... met a mysterious girl named Eclair and a strange bird named Momon on her way home. Eclair somehow lost her memory, and the only thing she remembers is that she must deliver the ""Phoenix Stone"" in her possession to somewhere. Eclair, who hates magic, and the secrets hidden in the Phoenix Stone... with this meeting as the start, this time, a brand new enemy, and a sinister plot will confront Fairy Tail!"
35408293	/m/0j9nzwc	Bhavani Junction	1985-11-22			"{""/m/03k50"": ""Hindi Language""}"	"{""/m/03rk0"": ""India""}"	"{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action""}"	"Fairy Tail, a Mage Guild that solves various requests, with ""Magic and Fighting Spirit"" as their daily life. One day, a request flew in with ""I want the leader of the bandit group that's eating the nest in a certain harbor town, Geese, to be apprehended"" inscribed. Natsu and the team, who are looking forward to the big reward, set out to the place of request in high spirits.... However, because of a mistake Lucy made, they let Geese escape right in front of their eyes. With the request failed, Lucy, who was depressed by herself.... met a mysterious girl named Eclair and a strange bird named Momon on her way home. Eclair somehow lost her memory, and the only thing she remembers is that she must deliver the ""Phoenix Stone"" in her possession to somewhere. Eclair, who hates magic, and the secrets hidden in the Phoenix Stone... with this meeting as the start, this time, a brand new enemy, and a sinister plot will confront Fairy Tail!"
35408676	/m/0j9q7_j	The Beautiful City	2004-05-13		101	"{""/m/032f6"": ""Persian Language""}"	"{""/m/03shp"": ""Iran""}"	"{""/m/07s9rl0"": ""Drama""}"	Akbar has just turned eighteen. He has been held in a rehabilitation centre for committing murder at the age of sixteen when he was condemned to death. Legally speaking, he had to reach the age of eighteen so that the conviction could be carried out. Now, Akbar is transferred to prison to await the day of his execution. A'la, a friend of Akbar, who himself has undergone imprisonment for burglary, soon after his release tries desperately to gain the consent of Akbar's plaintiff so as to stop the execution.
35409189	/m/0j9mc1w	Cilada.com	2011-07-08		95	"{""/m/05zjd"": ""Portuguese Language""}"	"{""/m/015fr"": ""Brazil""}"	"{""/m/05p553"": ""Comedy film"", ""/m/02l7c8"": ""Romance Film""}"	Akbar has just turned eighteen. He has been held in a rehabilitation centre for committing murder at the age of sixteen when he was condemned to death. Legally speaking, he had to reach the age of eighteen so that the conviction could be carried out. Now, Akbar is transferred to prison to await the day of his execution. A'la, a friend of Akbar, who himself has undergone imprisonment for burglary, soon after his release tries desperately to gain the consent of Akbar's plaintiff so as to stop the execution.
35409414	/m/0j9p6kl	Moscow Mission	2006-11-02		100	"{""/m/06b_j"": ""Russian Language""}"	"{""/m/06bnz"": ""Russia""}"	"{""/m/02kdv5l"": ""Action""}"	There will be an explosion exactly in 48 hours in Moscow. The information was provided by an agent who was killed this very second. All Intelligence Services work on it, but the only hope is for recently organized independent team. They are a hacker girl who once broke through Pentagon servers, a former special operative officer who enjoys speed and adrenalin, psychologist, a lady whose beauty outshines her intelligence and her rank of major, and a blind field engineer whose sense of smell and intuition substitute for his eye sight... And the Chief who got them all together and learned how to control them. Only this team is able to figure it out who, and most importantly where, by knowing just when...
35409481	/m/0hxy02w	Love.net	2011			"{""/m/01bkv"": ""Bulgarian Language""}"	"{""/m/015qh"": ""Bulgaria""}"	"{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}"	There will be an explosion exactly in 48 hours in Moscow. The information was provided by an agent who was killed this very second. All Intelligence Services work on it, but the only hope is for recently organized independent team. They are a hacker girl who once broke through Pentagon servers, a former special operative officer who enjoys speed and adrenalin, psychologist, a lady whose beauty outshines her intelligence and her rank of major, and a blind field engineer whose sense of smell and intuition substitute for his eye sight... And the Chief who got them all together and learned how to control them. Only this team is able to figure it out who, and most importantly where, by knowing just when...
