23880976	/m/076tl03	The Chinese Stuntman	1982-07-15			"{""/m/0653m"": ""Standard Mandarin"", ""/m/012w70"": ""Cantonese""}"	"{""/m/03h64"": ""Hong Kong"", ""/m/06f32"": ""Taiwan""}"	"{""/m/02kdv5l"": ""Action"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/03k9fj"": ""Adventure""}"	Chang Wei , a stuntman, is called to the secret island owned by the mysterious Fu Chi . Here he competes in a martial arts tournament to investigate the suspicious surroundings.
23890141	/m/076tr_b	A Very Merry Daughter Of the Bride	2008		89	"{""/m/02h40lc"": ""English Language""}"	"{""/m/0d060g"": ""Canada""}"	"{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/015w9s"": ""Television movie""}"	A wedding planner named Roxanne  tries to foil her mother's plans to get married to a man she just met by sabotaging their Christmas wedding.
23891073	/m/076ztvg	Les Bronzés 3 : Amis pour la vie	2006		97	{}	"{""/m/0f8l9c"": ""France""}"	"{""/m/05p553"": ""Comedy film""}"	The characters from the first two films get together again, 27 years on, in Sardinia. The obsession with sex has not disappeared but has taken a backwards step in the face of financial preoccupations. Bernard and Nathalie Morin , are the parents of a son who reveals a homosexual liaison; J.C.  and Gigi , are living together; Jérome Tarayre , is divorced and seems unhappy in his new life; Christiane Weissmuller , has joined an esoteric sect and wants revenge on Jérome who messed up an operation he performed on her; Popeye , has become the proprietor of the hotel where the group has re-assembled, and is as unfaithful as ever.
23891514	/m/076ygzt	Good Hair	2009-01-18	4028558	95	"{""/m/02h40lc"": ""English Language""}"	"{""/m/09c7w0"": ""United States of America""}"	"{""/m/0hj3n07"": ""Culture & Society"", ""/m/01z4y"": ""Comedy"", ""/m/0jtdp"": ""Documentary""}"	The characters from the first two films get together again, 27 years on, in Sardinia. The obsession with sex has not disappeared but has taken a backwards step in the face of financial preoccupations. Bernard and Nathalie Morin , are the parents of a son who reveals a homosexual liaison; J.C.  and Gigi , are living together; Jérome Tarayre , is divorced and seems unhappy in his new life; Christiane Weissmuller , has joined an esoteric sect and wants revenge on Jérome who messed up an operation he performed on her; Popeye , has become the proprietor of the hotel where the group has re-assembled, and is as unfaithful as ever.
23891709	/m/06_xf83	My Brother	2004-10-08		112	"{""/m/02hwhyv"": ""Korean Language""}"	"{""/m/06qd3"": ""South Korea""}"	"{""/m/07s9rl0"": ""Drama""}"	Two brothers were born within a year of each other. The younger brother ‘Jong-hyun’ is only good at fighting, and his older brother ‘Seong-hyun’ is good at studying and has a warm heart. Jong-hyun has largely ignored Seong-hyun. They have studied in the same class, in the same school. Their mother loves only Seong-hyun. They fall in love with the same girl, but she only likes Jong-hyun. Because of their mother and her, the brothers’ conflicts never stop...
23892202	/m/0g224y	Who the Hell Is Juliette?	1998-03-27		91	"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}"	"{""/m/0b90_r"": ""Mexico""}"	"{""/m/0hj3n07"": ""Culture & Society"", ""/m/017fp"": ""Biography"", ""/m/0hj3n8h"": ""Interpersonal Relationships"", ""/m/0hj3n4b"": ""Gender Issues"", ""/m/04rlf"": ""Music"", ""/m/075fzd"": ""Social issues"", ""/m/0jtdp"": ""Documentary""}"	Who the Hell is Juliette? begins with Yuliet Ortega saying that her name on the title card, Juliette Ortega, is misspelled and demanding that it is corrected. The director immediately complies and the card is corrected to Yuliet Ortega. Ortega is a 16-year-old girl who is being taken care of by her grandmother. Her mother committed suicide, while her father left his family and went to the United States. Ortega became a jinetera to support herself. During the shooting of a music video, Ortega meets 23-year-old Fabiola Quiroz who is a Mexican model. Both Quiroz and Ortega have been abandoned by their fathers and are deeply scarred by what has happened. Director Carlos Marcovich organizes a reunion for Ortega and her father, who lives in New Jersey. Finally, to save Ortega from street prostitution, Fabiola Quiroz helps her arrange a modeling interview. Salma Hayek and Francesco Clemente make guest appearances in the documentary.{{cite news}}
23892627	/m/076t6k4	Air Guitar in Oulu	2003-06-12		45	{}	"{""/m/0d060g"": ""Canada""}"	"{""/m/01j28z"": ""Rockumentary"", ""/m/0jtdp"": ""Documentary""}"	Who the Hell is Juliette? begins with Yuliet Ortega saying that her name on the title card, Juliette Ortega, is misspelled and demanding that it is corrected. The director immediately complies and the card is corrected to Yuliet Ortega. Ortega is a 16-year-old girl who is being taken care of by her grandmother. Her mother committed suicide, while her father left his family and went to the United States. Ortega became a jinetera to support herself. During the shooting of a music video, Ortega meets 23-year-old Fabiola Quiroz who is a Mexican model. Both Quiroz and Ortega have been abandoned by their fathers and are deeply scarred by what has happened. Director Carlos Marcovich organizes a reunion for Ortega and her father, who lives in New Jersey. Finally, to save Ortega from street prostitution, Fabiola Quiroz helps her arrange a modeling interview. Salma Hayek and Francesco Clemente make guest appearances in the documentary.{{cite news}}
23894000	/m/076y2j0	Without Dowry	1937-01-26		81	"{""/m/06b_j"": ""Russian Language""}"	"{""/m/05vz3zq"": ""Soviet Union""}"	"{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}"	The film takes place in the year 1750 on the American frontier during the colonial days, before the United States declared its independence. A group of pioneers narrowly escape persecution when their preacher is accused of adultery and polygamy. The preacher, Will Smythe, is accused of having an affair with a married woman, Eloise Dalton whose husband is away hunting for food, and another woman, Leah, who is insane. Also among their group is Eloise's daughter Fanny Dalton, the couple Jewell Buchanan and Margaret Buchanan along with their daughter Cathleen, Calvin and his wife who goes by the name Sister, and their granddaughter Meg. As the group travels farther away from their town, the threat of attack from hostile Native American tribes becomes more prevalent until the group is eventually ambushed. Calvin does not survive the attack, but the others are protected by Leah, who has used witchcraft to provide their protection. All the while the others are unaware that Leah is using magic the keep them safe. The remaining members of the group are forced to abandon their trail along the riverbank, and take cover in the woods far from man made trails. At this time, Eloise's husband Marion Dalton returns home to find news that his wife was scheduled to be executed along with Will for affair and also learns that the two are on the run with others from the town. Marion pursues and eventually catches up to them. Leah wanders away from the group for a short while. By this time the Shawnee Indians have caught up to the group and Marion Dalton, who speaks fluently in many tribal languages, is able to convince the Shawnee to abort the attack, at lest for a short while, though Marion is certain the Shawnee will be back in bigger numbers. Leah returns covered in white feathers and Marion recognizes this as a warning from the Shawnee Indians to other members of the Shawnee tribe not to enter a nearby valley. Realizing that the Shawnee have superstitions about the valley, Marion leads the group into the valley, knowing that if the Shawnee were to return, they would not follow the pioneers into the valley because of various Native American superstition some of the tribes have in regards to this particular valley. Once the group settles in the deserted valley, they are safe from any and all tribes of Native Americans. Though the pioneers are no longer under the threat of attack from the Shawnee, they find a young Native American orphan on the outskirts of their camp. The pioneers are still unnerved by the previous attacks, but reluctantly bring the girl into the camp and care for her. It seems that only Will is pleased with the orphan's unexpected appearance, and he is delighted at the possibility of baptizing her into Christianity. Aside from Will, it seems the others in the group are unnerved by the orphan girl's presence. And Leah, who has an extraordinary connection to the supernatural, senses that there is something unusual about the Native American child, and Leah soon begins to have visions as she tries to uncover the motives of the orphan girl. Fanny disappears soon afterward, and her body is later found by Marion, with the help of Leah through her abilities and visions, though Fanny appears to be in a coma. Only when Fanny awakens do they realize that the warnings to stay away from the valley are founded on more than just mythology, coupled with the frightening revelation that the orphan girl is more than what she seems when the group is terrorized by an evil spirit that desires to make them all its living captives.
23894696	/m/076v3kx	Don't You Forget About Me	2009		74	{}	"{""/m/0d060g"": ""Canada""}"	"{""/m/0jtdp"": ""Documentary""}"	The film takes place in the year 1750 on the American frontier during the colonial days, before the United States declared its independence. A group of pioneers narrowly escape persecution when their preacher is accused of adultery and polygamy. The preacher, Will Smythe, is accused of having an affair with a married woman, Eloise Dalton whose husband is away hunting for food, and another woman, Leah, who is insane. Also among their group is Eloise's daughter Fanny Dalton, the couple Jewell Buchanan and Margaret Buchanan along with their daughter Cathleen, Calvin and his wife who goes by the name Sister, and their granddaughter Meg. As the group travels farther away from their town, the threat of attack from hostile Native American tribes becomes more prevalent until the group is eventually ambushed. Calvin does not survive the attack, but the others are protected by Leah, who has used witchcraft to provide their protection. All the while the others are unaware that Leah is using magic the keep them safe. The remaining members of the group are forced to abandon their trail along the riverbank, and take cover in the woods far from man made trails. At this time, Eloise's husband Marion Dalton returns home to find news that his wife was scheduled to be executed along with Will for affair and also learns that the two are on the run with others from the town. Marion pursues and eventually catches up to them. Leah wanders away from the group for a short while. By this time the Shawnee Indians have caught up to the group and Marion Dalton, who speaks fluently in many tribal languages, is able to convince the Shawnee to abort the attack, at lest for a short while, though Marion is certain the Shawnee will be back in bigger numbers. Leah returns covered in white feathers and Marion recognizes this as a warning from the Shawnee Indians to other members of the Shawnee tribe not to enter a nearby valley. Realizing that the Shawnee have superstitions about the valley, Marion leads the group into the valley, knowing that if the Shawnee were to return, they would not follow the pioneers into the valley because of various Native American superstition some of the tribes have in regards to this particular valley. Once the group settles in the deserted valley, they are safe from any and all tribes of Native Americans. Though the pioneers are no longer under the threat of attack from the Shawnee, they find a young Native American orphan on the outskirts of their camp. The pioneers are still unnerved by the previous attacks, but reluctantly bring the girl into the camp and care for her. It seems that only Will is pleased with the orphan's unexpected appearance, and he is delighted at the possibility of baptizing her into Christianity. Aside from Will, it seems the others in the group are unnerved by the orphan girl's presence. And Leah, who has an extraordinary connection to the supernatural, senses that there is something unusual about the Native American child, and Leah soon begins to have visions as she tries to uncover the motives of the orphan girl. Fanny disappears soon afterward, and her body is later found by Marion, with the help of Leah through her abilities and visions, though Fanny appears to be in a coma. Only when Fanny awakens do they realize that the warnings to stay away from the valley are founded on more than just mythology, coupled with the frightening revelation that the orphan girl is more than what she seems when the group is terrorized by an evil spirit that desires to make them all its living captives.
23894804	/m/076vb16	Belle Starr	1941		82	{}	"{""/m/09c7w0"": ""United States of America""}"	"{""/m/0hfjk"": ""Western""}"	After her family's mansion is burned down by Yankee soldiers for hiding the rebel leader Captain Sam Starr  Belle Shirley  vows to take revenge. Breaking Starr out of prison, she joins his small guerrilla group for a series of raids on banks and railroads, carpetbaggers and enemy troops. Belle's bravado during the attacks earns her a reputation amongst the locals as well as the love of Starr himself. The pair get married, but their relationship starts to break down when Sam Starr lets a couple of psychotic rebels into the gang, leaving Belle to wonder if he really cares about the Southern cause.
23895365	/m/076y_62	Degrassi Goes Hollywood				{}	"{""/m/0d060g"": ""Canada""}"	"{""/m/04rlf"": ""Music"", ""/m/05p553"": ""Comedy film"", ""/m/07s9rl0"": ""Drama""}"	As the name suggests, the cast of Degrassi: The Next Generation travels to Los Angeles, California as they attempt to live out their dreams. While Manny Santos continues to pursue her acting career, Paige Michalchuk manages to acquire a leading role in a Hollywood film directed by Jason Mewes about his high school story and the girl of his dreams, Trixie. The dramatic relationship between Craig Manning and Ellie Nash continues to intensify after years of turbulence. Meanwhile, Stüdz—the band composed of Peter, Danny, and Sav—seems to be headed towards their big break.
23895545	/m/076vq8p	The Forty-First	1927-03-01			"{""/m/06ppq"": ""Silent film"", ""/m/06b_j"": ""Russian Language""}"	"{""/m/05vz3zq"": ""Soviet Union""}"	"{""/m/06ppq"": ""Silent film"", ""/m/01g6gs"": ""Black-and-white"", ""/m/082gq"": ""War film""}"	As the name suggests, the cast of Degrassi: The Next Generation travels to Los Angeles, California as they attempt to live out their dreams. While Manny Santos continues to pursue her acting career, Paige Michalchuk manages to acquire a leading role in a Hollywood film directed by Jason Mewes about his high school story and the girl of his dreams, Trixie. The dramatic relationship between Craig Manning and Ellie Nash continues to intensify after years of turbulence. Meanwhile, Stüdz—the band composed of Peter, Danny, and Sav—seems to be headed towards their big break.
23896772	/m/076yk3t	Back to Back	1996		91	{}	"{""/m/09c7w0"": ""United States of America""}"	"{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/015w9s"": ""Television movie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action""}"	An explosive situation erupts when a mob war thrusts a yakuza, an ex-cop, and his adolescent daughter into a deadly, no-win situation. Booted in disgrace from the L.A. police force Bob Malone suffers a seemingly endless unlucky streak. Matters don't improve when a robbery led by a crazed criminal transpires at the bank where Malone is filling out foreclosure papers. Witnessing the crime, something inside Malone snaps and he single-handedly wipes out most of the robber gang. Unfortunately, the ringleader escapes and Malone ends up jailed by his corrupt former colleague Lt. Tony Dussecq. At the same time, two Japanese yakuza arrive in L.A. to deliver a special message to L.A.'s most prominent Mafia don. The yakuza are in a restaurant when the bank robber  bursts in and threatens to blow the place up. One of the Japanese, Koji, intervenes in an explosive sequence. He too ends up at the police station just as Malone's feisty teen daughter Chelsea arrives with bail money. The yakuza suddenly escapes, taking Chelsea and Malone with him as hostages. Now pursued by the crooked coppers and the mob, the unlikely threesome have no choice but to team up to survive.
23897447	/m/0bmfj8f	The Visitor				{}	{}	"{""/m/02hmvc"": ""Short Film""}"	An explosive situation erupts when a mob war thrusts a yakuza, an ex-cop, and his adolescent daughter into a deadly, no-win situation. Booted in disgrace from the L.A. police force Bob Malone suffers a seemingly endless unlucky streak. Matters don't improve when a robbery led by a crazed criminal transpires at the bank where Malone is filling out foreclosure papers. Witnessing the crime, something inside Malone snaps and he single-handedly wipes out most of the robber gang. Unfortunately, the ringleader escapes and Malone ends up jailed by his corrupt former colleague Lt. Tony Dussecq. At the same time, two Japanese yakuza arrive in L.A. to deliver a special message to L.A.'s most prominent Mafia don. The yakuza are in a restaurant when the bank robber  bursts in and threatens to blow the place up. One of the Japanese, Koji, intervenes in an explosive sequence. He too ends up at the police station just as Malone's feisty teen daughter Chelsea arrives with bail money. The yakuza suddenly escapes, taking Chelsea and Malone with him as hostages. Now pursued by the crooked coppers and the mob, the unlikely threesome have no choice but to team up to survive.
23897650	/m/076z4wt	How Yukong Moved the Mountains	1976-03-10		763	"{""/m/064_8sq"": ""French Language""}"	"{""/m/0f8l9c"": ""France""}"	"{""/m/0jtdp"": ""Documentary""}"	An explosive situation erupts when a mob war thrusts a yakuza, an ex-cop, and his adolescent daughter into a deadly, no-win situation. Booted in disgrace from the L.A. police force Bob Malone suffers a seemingly endless unlucky streak. Matters don't improve when a robbery led by a crazed criminal transpires at the bank where Malone is filling out foreclosure papers. Witnessing the crime, something inside Malone snaps and he single-handedly wipes out most of the robber gang. Unfortunately, the ringleader escapes and Malone ends up jailed by his corrupt former colleague Lt. Tony Dussecq. At the same time, two Japanese yakuza arrive in L.A. to deliver a special message to L.A.'s most prominent Mafia don. The yakuza are in a restaurant when the bank robber  bursts in and threatens to blow the place up. One of the Japanese, Koji, intervenes in an explosive sequence. He too ends up at the police station just as Malone's feisty teen daughter Chelsea arrives with bail money. The yakuza suddenly escapes, taking Chelsea and Malone with him as hostages. Now pursued by the crooked coppers and the mob, the unlikely threesome have no choice but to team up to survive.
23897699	/m/0gkr2wx	Evolution of a Filipino Family			630	{}	{}	"{""/m/07s9rl0"": ""Drama""}"	An explosive situation erupts when a mob war thrusts a yakuza, an ex-cop, and his adolescent daughter into a deadly, no-win situation. Booted in disgrace from the L.A. police force Bob Malone suffers a seemingly endless unlucky streak. Matters don't improve when a robbery led by a crazed criminal transpires at the bank where Malone is filling out foreclosure papers. Witnessing the crime, something inside Malone snaps and he single-handedly wipes out most of the robber gang. Unfortunately, the ringleader escapes and Malone ends up jailed by his corrupt former colleague Lt. Tony Dussecq. At the same time, two Japanese yakuza arrive in L.A. to deliver a special message to L.A.'s most prominent Mafia don. The yakuza are in a restaurant when the bank robber  bursts in and threatens to blow the place up. One of the Japanese, Koji, intervenes in an explosive sequence. He too ends up at the police station just as Malone's feisty teen daughter Chelsea arrives with bail money. The yakuza suddenly escapes, taking Chelsea and Malone with him as hostages. Now pursued by the crooked coppers and the mob, the unlikely threesome have no choice but to team up to survive.
23899512	/m/076y8zj	Fiffty Fiffty	1981			{}	"{""/m/03rk0"": ""India""}"	"{""/m/04t36"": ""Musical"", ""/m/02kdv5l"": ""Action"", ""/m/01z4y"": ""Comedy""}"	Thakur Virendra Singh lives a wealthy lifestyle in India along with his wife and a son, Kumar . His relative Bihari  is envious, and successfully switches his son, Kishan , with Kumar, and also ends up killing Virendra. In this manner, Kumar grows up a wealthy lifestyle, while Kishan lives a poor lifestyle, shunned by his father and his mother, who has lost the use of her vocal cords. Bihari takes Kishan to his brother in Bombay, and leaves him there to lead a life of crime. 20 years later, Kishan has grown up and is now a master burglar. He meets with another burglar, Mary , and both decide to be fifty fifty partners. However, Mary has other plans, she ditches Kishan and joins forces with Diwan Shamsher Singh  to masquerade as the long-lost daughter of Ranimaa of Chandpur. Mary does not know that it was the Diwan who has done away with Rajkumari Ratna, and he will not hesitate to kill Mary - or anyone else who dares to stand in his way and the treasure of Chandpur.
