19948005	/m/04ybhsz	Those Wonderful Years that Sucked	1997-04-03		109	"{""/m/01wgr"": ""Czech Language""}"	"{""/m/01mjq"": ""Czech Republic""}"	"{""/m/0hj3n0w"": ""Ensemble Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}"	"Dr. Scott McKenzie  is a college professor and ardent fan of the gunslinger culture of the Old West. A year ago, McKenzie watched his wife and son die in a car crash caused by a drunk driver attempting to flee the police. With his friend, General Joe Brodsky , McKenzie attends an auction of Wild West memorabilia, where they agree to bid on a pair of steamer trunks and split the contents between them. As the auction is conducted, flashbacks show the items' histories in the 19th century. At the time a man, Joseph Cole , is looking for a gunslinger who has a pair of distinctive ebony-handled pistols marked with stars. Some cowboys he encounters on the road point him towards the town of Crossfire, California. At the town saloon, he inquires about the man but is harassed by a trio of local thugs, one of whom shoots at him, hitting instead one of the trunks which Dr. McKenzie is bidding on in the present. Cole quickly shoots all three men dead, an event memorialized by a local photographer. In the present, McKenzie and Brodsky win the trunks at auction and McKenzie begins sorting through the contents, noticing the picture of the men who Cole killed. Under photo enhancement, McKenzie notices Cole in the background of the picture and identifies the gun Cole is carrying as a .357 Magnum from the 1980s. Despite this, chemical and spectroscopic testing indicates that the photograph is at least 100 years old. McKenzie becomes convinced that Cole is a time traveler. After writing up his findings, he is approached by a woman, Georgia Crawford , who claims to be working on similar ideas. Together they locate Crossfire in the present. When they split up to search the town, Georgia ducks into an old barn and removes a crystalline device which she uses to travel back to the 1880s. There she searches for Cole at a nearby river, but her horse is spooked by a rattlesnake. She dispatches the snake with a futuristic gun. Hurrying back to town, she is followed by Cole, who had observed her from afar. He arrives too late to stop her from traveling to the present, but he uses a device of his own to find out the time to which she traveled. In the present, McKenzie hears a noise and arrives at the barn just in time to see Georgia return from the past. When he confronts her, she admits to being one of a number of time travelers from the 26th century. Returning to McKenzie's home she explains that Cole is a renegade scientist from her time who she has been sent back to stop. She believes that Cole, who developed the time travel technology with her father, is intending to change history. Through research, Georgia and McKenzie determine that Cole is likely trying to kill Matthew Crawford, an adviser to President Grover Cleveland. The gunfighter who Cole is searching for, the mysterious ""Star-Handled Stranger,"" was a gunslinger who crucially helped protect the President and his escort from bandits. Matthew Crawford was Georgia's ancestor and killing him would erase her entire family from history, including her father who had opposed Cole's desire to continue research on time travel. McKenzie and Georgia enlist Joe Brodsky's help in determining President Cleveland's movements, but before Brodsky can give them the information, Cole murders him and flees into the past. Finding a copy of the information, they discover that Cole is traveling back to July 11, 1886, when the mysterious ""Star-Handled Stranger"" helped save President Cleveland from a bandit attack. Traveling back in time to 1886, Georgia and McKenzie watch as the attack begins. When the Stranger arrives on the scene and tries to enter the attack, he is shot dead by Cole. McKenzie then takes the Stranger's signature pistols and rides towards the battle himself. Cole follows him. While McKenzie manages to kill the attacking bandits, Cole shoots Matthew Crawford. McKenzie then kills Cole in a one-on-one duel. Returning to the stagecoach, Georgia and McKenzie discover that Matthew Crawford was merely wounded. As the stagecoach drives off, Georgia and McKenzie return to the present where Georgia gives him a gift before returning to her own time. She is somehow able to send the knowledge of the death of McKenzie's wife and child back to his earlier self so that he is able to save their lives."
19952219	/m/04y8r_l	Street Corner	1953			"{""/m/02h40lc"": ""English Language""}"	"{""/m/07ssc"": ""United Kingdom""}"	"{""/m/07s9rl0"": ""Drama"", ""/m/01g6gs"": ""Black-and-white""}"	Pierre Tardivet, a professor, marries Marie-José Vauzange, a sensitive and inteligent girl with bad looks. Tardivet's mean spirit soon appears in their marital life, plunging Marie-José in a monotonous life. Two children are born out this marriage. Tardivet suffers a car accident and he is tended by Dr. Bosc, a famous plastic surgeon. Bosc operates on Marie-José and her transformation is total. Tardivet's meannes exacerbates as he becomes embittered and hateful towards the new looks of his wife whom he does not consider his anymore. He kills Dr. Bosc at the time when Marie-José and her sister's husband, Gérard Durieu, want to elope and restart their lives. Aware of her duties, she renounces her happiness to tend to her husband and children.
19952551	/m/04yfzsm	Souls Protest	2000		100	{}	{}	"{""/m/07s9rl0"": ""Drama""}"	{{clarify}} A well known actress of the theatre was assassinated and the simultaneously one of these actors of the theatre escaped. The police along with the journalists of a newspaper company asked the edge of the filament for located the assassin. Quickly occurred evidently that the action occurred during the occupation period of World War II and the academy was sentimentally natural.
19953720	/m/04yf87_	Les Lions sont lâchés	1961-09-20		95	"{""/m/064_8sq"": ""French Language""}"	"{""/m/0f8l9c"": ""France"", ""/m/03rjj"": ""Italy""}"	"{""/m/05p553"": ""Comedy film""}"	{{clarify}} A well known actress of the theatre was assassinated and the simultaneously one of these actors of the theatre escaped. The police along with the journalists of a newspaper company asked the edge of the filament for located the assassin. Quickly occurred evidently that the action occurred during the occupation period of World War II and the academy was sentimentally natural.
19953974	/m/04yg7qt	Le Puits aux trois vérités	1961-10-13		97	{}	"{""/m/0f8l9c"": ""France"", ""/m/03rjj"": ""Italy""}"	"{""/m/01z4y"": ""Comedy""}"	During an intense summer heat wave in New York City, two cops are murdered and it's up to the detectives of the 87th Precinct to find the killer. Steve Carelli  and Mike Maguire  are the lead investigators on the case, but they can't seem to make any progress, and their work is made more difficult by a reporter, Hank Miller , who keeps sticking his nose in. The two cops try to keep their personal lives separate from their work, but it keeps bleeding through. When Maguire is shot and killed, Carelli has to comfort his partner's sexpot wife Alice , and then goes on a bender with the reporter, inadvertently revealing his suspicions about the case, and putting his girlfriend Teddy, a deaf-mute author , in jeopardy. When a hood  shows up at her apartment, Carelli overpowers him and forces a confession: he killed all the cops, but Maguire had been the intended victim all along, as his wife wanted him out of the way.
19954049	/m/04ygn4n	The Attic Door	2008-03-31		78	"{""/m/02h40lc"": ""English Language""}"	"{""/m/09c7w0"": ""United States of America""}"	"{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/09blyk"": ""Psychological thriller""}"	"In The Attic Door, two siblings, a brother and sister, are left alone in a far-flung and desolate area of the American Old West. Every day, the siblings endeavor to maintain the family farm, apprehensively waiting for their parents' return. Having no place to escape to, the brother and sister discover that they are not completely alone on their farm. They repudiate the truth that something behind their attic door is now awake but must now face brave their greatest fear. The Attic Door is a story of the ""love, loss, loneliness, and the truth behind childhood fears."""
19954197	/m/04yf6z0	Web of Fear	1963		94	"{""/m/064_8sq"": ""French Language""}"	"{""/m/0f8l9c"": ""France"", ""/m/06mkj"": ""Spain""}"	"{""/m/01jfsb"": ""Thriller"", ""/m/02wtdps"": ""Crime Thriller""}"	A young woman is killed by one of her companions. He escaped in a neighbor widow's apartment room, and becomes her lover. Another man gets much money from her by his blackmail revealing their love affair, but she finds the victim is actually alive and part of the blackmail plan, and does vengeance.
19954398	/m/04ycgx4	Les Yeux cernés	1964-09-02		100	{}	"{""/m/0f8l9c"": ""France"", ""/m/03rjj"": ""Italy""}"	"{""/m/01jfsb"": ""Thriller"", ""/m/09blyk"": ""Psychological thriller""}"	A young woman is killed by one of her companions. He escaped in a neighbor widow's apartment room, and becomes her lover. Another man gets much money from her by his blackmail revealing their love affair, but she finds the victim is actually alive and part of the blackmail plan, and does vengeance.
19954412	/m/04yf8sp	Mata Hari	1985		103	{}	"{""/m/09c7w0"": ""United States of America""}"	"{""/m/01jfsb"": ""Thriller"", ""/m/0glj9q"": ""Erotic thriller"", ""/m/017fp"": ""Biography"", ""/m/02kdv5l"": ""Action"", ""/m/082gq"": ""War film""}"	A young woman is killed by one of her companions. He escaped in a neighbor widow's apartment room, and becomes her lover. Another man gets much money from her by his blackmail revealing their love affair, but she finds the victim is actually alive and part of the blackmail plan, and does vengeance.
19954491	/m/04yh8vg	A Christmas Calendar	1987-12-18		60	"{""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language""}"	"{""/m/09c7w0"": ""United States of America""}"	"{""/m/0hqxf"": ""Family Film""}"	A young woman is killed by one of her companions. He escaped in a neighbor widow's apartment room, and becomes her lover. Another man gets much money from her by his blackmail revealing their love affair, but she finds the victim is actually alive and part of the blackmail plan, and does vengeance.
19955448	/m/04y6n_8	Jara Bristite Bhijechhilo	2007-06-08		118	"{""/m/01c7y"": ""Bengali Language""}"	"{""/m/03rk0"": ""India""}"	"{""/m/07s9rl0"": ""Drama""}"	A young woman is killed by one of her companions. He escaped in a neighbor widow's apartment room, and becomes her lover. Another man gets much money from her by his blackmail revealing their love affair, but she finds the victim is actually alive and part of the blackmail plan, and does vengeance.
19958160	/m/04y6l1b	The Iceman Cometh	1960-11-14			{}	{}	{}	A young woman is killed by one of her companions. He escaped in a neighbor widow's apartment room, and becomes her lover. Another man gets much money from her by his blackmail revealing their love affair, but she finds the victim is actually alive and part of the blackmail plan, and does vengeance.
19958360	/m/0dkxb6	Mirrors	2008-08-14	77488607	111	"{""/m/02h40lc"": ""English Language""}"	"{""/m/09c7w0"": ""United States of America"", ""/m/06c1y"": ""Romania"", ""/m/0345h"": ""Germany""}"	"{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror""}"	"The film begins with a security guard running through a subway station. The guard eventually enters a room he cannot escape from and starts begging his reflection in a mirror for his life. Suddenly, his reflection cuts its throat with a mirror shard, killing the ""real"" security guard. Ben Carson , a suspended police detective, begins his first day as a night security guard at the Mayflower, a luxury department store that was gutted by a fire and shuttered for close to a decade. The building still contains numerous mirrors from the store. On Ben's first night of patrol he finds a mirror that appears to be covered with handprints, but only on the reflected side of the glass. He sees an open door in the reflection while it is actually closed. Over time, Ben begins to see more intense visions, which he initially shrugs off as hallucinations. He soon finds the wallet of Gary Lewis, the previous night guard . Inside is a note that says ""Esseker"". After viewing Gary’s crime photos Ben is convinced that the mirrors make people do things to themselves that they are not actually doing. Meanwhile, Ben's sister, Angela  is killed by her reflection as it grips its jaw and slowly pull its mouth apart, causing her to bleed profusely. Ben is distraught when he finds her body. In anger, he attempts to destroy the mirrors at the Mayflower, but they are impervious to damage. He demands to know what the mirrors want, and cracks appear on one of the mirrors, spelling out the word ""ESSEKER"". Ben enters the flooded basement of the Mayflower and finds a small sign stating ""Psychiatric Studies"" and ""St. Matthew's Hospital"" underneath. He moves to the site of the leak and begins pulling at the tiles and brick of the wall and finds a room with a chair surrounded by mirrors beyond it, a Psychomanteum. Realizing that the Mayflower was built on the site of an earlier hospital, Ben asks his police friend Larry  to help him locate the patient-employee manifest for the hospital. Larry finds the name Anna Esseker, a patient of the psychiatric hospital. She was twelve years old at the time and died in a mass suicide. Ben looks through Anna's file, and finds an Authorization and Consent form that negated her Death Certificate, stating that she had been discharged from the hospital two days before the suicide and is led to believe that Anna is still alive. Meanwhile, Ben's wife Amy  discovers her son Michael's  reflection acting differently than the real Michael. She calls Ben in a panic, who immediately returns home. Together they cover every reflective surface in the house with green paint. Ben locates Anna Esseker's childhood home, and discovers that as a child she was violent and uncontrollable, and diagnosed with severe schizophrenia. She was taken in by a doctor from St. Matthew’s Hospital, who believed that she was suffering from a rare personality disorder. His treatment was to confine Anna to a chair surrounded by mirrors, believing this would cure her disorder by forcing her to confront her own reflection. Ben is told by her brother that when she returned, apparently cured, strange things started to happen with the mirrors in their home. As a result her family sent her to a convent, Saint Augustine's Monastery, where mirrors are forbidden. Ben visits the convent, and finds Anna , who explains that she was actually possessed by a demon, which was drawn from her and became trapped in the mirrors. She explains that it collects the souls of those it kills and if she were to return it would make it possible for the demon to be brought back into the mortal world. She refuses to go back. Meanwhile, Amy discovers that Michael is missing at home and a thin reflective layer of water is completely covering the floor. After putting her daughter in a safe closet, she finds Michael using a chef knife to scrape the paint from the mirrors. Amy tries to stop him but he escapes, obviously possessed. Having threatened her at gunpoint, Ben returns with Anna to the Mayflower and straps her into the chair in the Psychomanteum. Back at Ben's house Michael is suddenly pulled through the water on the floor by his reflection and begins to drown. At the Psychomanteum the lights begin to flicker and the building begins to shake as the demons in the mirrors are released. They repossess Anna and all the mirrors in the Mayflower explode. Simultaneously, Michael is released from the demon's grip and Amy is able to pull him to safety. Ben is then attacked by the repossessed Anna. He manages to kill her igniting a nearby gas line, setting off a huge explosion. The old building collapses, killing the demon, and trapping Ben under the ceiling as he rushes toward the exit. Ben pulls himself out of the rubble and stumbles his way out of the building. Policemen and firemen are everywhere in the street, and a body is seen taken in a bag by paramedics, but nobody notices Ben. He looks at the older security guard's name tag, and sees it is written backwards, realizing everything is in reverse . He comes upon a mirrored surface in the city and fails to see his own reflection as he reaches out to touch it. He realizes that he was crushed to death under the rubble and is now trapped in the mirror world: in the living world his hand appears as a handprint on the glass surface."
19958848	/m/04yg_4p	Upír z Feratu				{}	"{""/m/01mk6"": ""Czechoslovakia""}"	"{""/m/03npn"": ""Horror"", ""/m/0hj3n7f"": ""Horror Comedy""}"	Doctor Marek  is shocked when his beloved nurse, Mima , signs a contract with foreign car manufacturer Ferat to work as a rally-driver. Rumours abound that the Ferat sports car runs not on petrol, but on human blood.
19959740	/m/04y7cx5	Billy Batson and the Legend of Shazam				{}	"{""/m/09c7w0"": ""United States of America""}"	"{""/m/02kdv5l"": ""Action"", ""/m/01hmnh"": ""Fantasy""}"	Doctor Marek  is shocked when his beloved nurse, Mima , signs a contract with foreign car manufacturer Ferat to work as a rally-driver. Rumours abound that the Ferat sports car runs not on petrol, but on human blood.
19960374	/m/04yg7tx	Le Grand Akshan	2003		58	"{""/m/02h40lc"": ""English Language""}"	{}	"{""/m/0jtdp"": ""Documentary""}"	Reading a newspaper article about the search for the remains of the Struma, which sunk carrying Jewish refugees from Axis-allied Romania to Palestine, Goldman is shocked when his grandmother reveals that his great-great-grandfather Luzer was one of the more than 700 passengers who perished that day in the waters of the Black Sea. This once-unspoken family history leads Goldman to dig deeper and further, until he has revealed a narrative that is deeply complex, and says more about his legacy than his ancestors ever hoped to share. At the center of this narrative is Goldman’s great-grandfather, Luger’s son Grisha, a man whose tenacity earned him the professional nickname, Le Grand Akshan, or “the truly stubborn one.” Goldman once considered his great-grandfather a source of embarrassment because of the corny middle name he inherited from the mysterious “man with the sharp, piercing look” whose picture hung in his grandmother’s study. He is shocked to learn the central role that Grisha played in helping his family escape the Holocaust. His heroics involved a harrowing series of moves that took him to Romania, Iraq, India and, eventually, the young state of Israel, where Grisha entered the nascent cinema industry. Goldman becomes fascinated with his great-grandfather, and the drive to learn more about him fuels Goldman to complete the film.
